text,target
"From: tom@afthree.as.arizona.edu (Thomas J. Trebisky)
Subject: Re: A question about 120VAC outlet wiring..
Keywords: outlet
Organization: Steward Observatory, Univ. of Arizona, Tucson
Lines: 19

crichmon@sedona.intel.com (Chris Richmond) writes:
>Well, my house was built just last year, and the breaker box is wired the
>same way.  All the white and ground wires are on a common bus.  Except for
>the 220V circuits, only black wires are hooked to the breakers.  It was
>the same way in the last two houses I had also.  Are you sure this is wrong?
>I still have the building inspector's signature on the breaker box.

The point is that the original poster was talking about connecting
ground and neutral in the *outlet* box (big NO NO), and you are talking
about them being connected in the breaker box (as things should be).

If this is not obvious, the point is that there should be current
flow in the white, i.e. neutral/return wires when things in the
house are operating.  There should not be any flow in the ground wires
unless there is a fault condition.  Notice also that in the breaker box
there is a wire leading from the above-mentioned junction to earth ground,
usually a pipe or spike driven into the ground.
-- 
	Tom Trebisky	ttrebisky@as.arizona.edu
",7
"From: rdc@pelican.cit.cornell.edu (Bob Cowles)
Subject: Re: cica mirror?
Organization: Cornell Info. Tech.
Lines: 2

Try wuarchive.wustl.edu in the mirrors/win3 directory.

",1
"From: steve-b@access.digex.com (Steve Brinich)
Subject: Re: Clipper considered harmful
Organization: Express Access Online Communications, Greenbelt, MD USA
Lines: 42
Distribution: inet
NNTP-Posting-Host: access.digex.net

 > > Criminals who very badly want inscrutable tactical communications
 > >(specifically the terrorists and drug dealers who proponents of key escrow
 > >cite as threats) will be highly motivated to steal the cipher phone of
 > >a legitimate user, and to kill this person or hold them hostage so
 > >discovery of compromise of the device will be delayed.

 >Why doing it in such a rough manner? It is much more professional to
 >steal the chip from the phone and even to replace it with a
 >pin-compatible do-nothing chip that does not encrypt at all. Chances
 >are that the victim will not notice anything, especially if it is done
 >professionally.

  Assuming that the bad guys can easily obtain substitute chips which don't
cause any noticeable effect to either the user or the person at the other end
of the line (if there is any significant difficulty to obtaining such chips,
some of the criminals will decide to fall back on the murder/kidnap method).

 > > Once a suitable collection of devices is stolen, criminals can communicate
 > >with impunity (assuming the cipher system carries no trapdoors apart from
 > >key escrow) until and unless the compromise is discovered by some other
 > >means.

 > No, because the Feds will still be able to decrypt the conversations.
 >True, they'll blame the wrong guys, but nevertheless one cannot say
 >something like ""The drugs arrive tommorrow on the ship 'Terminus'""
 >when the Feds are listening, even if they cannot identify who the
 >speaker is.

 This assumes that the Feds are tapping Clipper phones belonging to ordinary
citizens (getting such a phone is the whole point of the crime under
discussion).  To be sure, I wouldn't put it past them -- but raising the
possibility of such crime has the benefit of forcing the Feds to either
'fess up about such intentions in advance or state that using Clipper
exposes the user to an additional criminal threat. <g>

 > No, the criminals will just use some secure encryption. The new
 >proposal does not stop criminals; it ensures that the government will
 >be able to wiretap the average citizen and stops the casual snooper.
 >To me, it also clearly looks as a step towards outlawing any other
 >strong encryption devices.

  Agreed.
",6
"From: tedward@cs.cornell.edu (Edward [Ted] Fischer)
Subject: Re: Jack Morris
Organization: Cornell Univ. CS Dept, Ithaca NY 14853
Lines: 30

In article <1993Apr19.024222.11181@newshub.ariel.yorku.ca> cs902043@ariel.yorku.ca (SHAWN LUDDINGTON) writes:
>
>Hey Valentine, I don't see Boston with any world series rings on their
>fingers.

Yah.  So?

>Damn, Morris now has three and probably the Hall of Fame in his 
>future.

He certainly didn't earn his last one.  *HOW* many games did he blow
in the World Series?  All of the ones he started?

>Therefore, I would have to say Toronto easily made the best signing.

Oh, yes.  Definitely.  Therefore Morris is better than Clemens.

Don't give me that shit.  If Boston had Alomar, Olerud, Henke, and
Ward while Toronto had Rivera, Jack Clark, Jeff Reardon, things would
have looked a little different last fall.  Give credit where credit is
due.  This lavishing of praise on Morris makes me sick.

>And don't tell me Boston will win this year.  They won't 
>even be in the top 4 in the division, more like 6th.

I'm willing to bet they don't finish sixth.  I'm also willing to bet
they don't finish first.  And if you give me 3-2 odds, I'm willing to
bet that they finish ahead of the Blue Jays.

-Valentine
",5
"From: andrew.payne@hal9k.ann-arbor.mi.us (Andrew Payne) 
Subject: WANTED:  TCM3105 chips, small quantities
Distribution: world
Organization: HAL 9000 BBS, W-NET HQ, Ann Arbor, Michigan, USA
Reply-To: andrew.payne@hal9k.ann-arbor.mi.us (Andrew Payne) 
Keywords: rec mod
Lines: 29

From: payne@crl.dec.com (Andrew Payne)
Message-ID: <1993Apr20.004418.11548@crl.dec.com>
Organization: DEC Cambridge Research Lab
Date: Tue, 20 Apr 1993 00:44:18 GMT


Does anyone know if a source for the TCM3105 modem chips (as used in the
Baycom and my PMP modems)?  Ideally, something that is geared toward 
hobbyists:  small quantity, mail order, etc.

For years, we've been buying them from a distributor (Marshall) by the
hundreds for PMP kits.  But orders have dropped to the point where we can
no longer afford to offer this service.  And all of the distributors I've
checked have some crazy minimum order ($100, or so).

I'd like to find a source for those still interested in building PMP kits.
Any suggestions?

-- 
Andrew C. Payne
DEC Cambridge Research Lab
---
 . R110B:Wnet HAL_9000
                                                                                                                             
----
| HAL 9000 BBS:  QWK-to-Usenet gateway  | Four 14400 v.32bis dial-ins    |
| FREE Usenet mail and 200 newsgroups!  | PCBoard 14.5aM * uuPCB * Kmail |
| Call +1 313 663 4173 or 663 3959      +--------------------------------+
| Member of EFF, ASP, ASAD  * 1500MB disk * Serving Ann Arbor since 1988 |
",7
"From: murthy@ssdsun.asl.dl.nec.com (Vasudev Murthy)
Subject: Re: Saudi clergy condemns debut of human rights group!
Keywords: international, non-usa government, government, civil rights, 	social issues, politics
Nntp-Posting-Host: ssdsun
Organization: NEC America, Inc Irving TX
Lines: 21

In article <39898@optima.cs.arizona.edu> bakken@cs.arizona.edu (Dave Bakken) writes:
[deleted]
>
>Is this really what you (and Rached and others in the general
>west-is-evil-zionists-rule-hate-west-or-you-are-a-puppet crowd)
>want, Ilyess?

It's noteworthy that the posts about the west being
evil etc are made not in some Islamic hellhole but from
the west. If the west is so bad, why do they come here?
Notice how they comfortably exercise their rights to
free expression, something completely absent in their
own countries.

Vasudev

-- 
+-------------------------------------------------------------------+
|Vasudev Murthy            Any opinions expressed are strictly      |
|murthy@asl.dl.nec.com     my own  and have nothing to do with      |
|                          Advanced Switching Lab, NEC America, Inc.|
",9
"From: markm@bigfoot.sps.mot.com (Mark Monninger)
Subject: Re: Car buying story, was: Christ, another dealer service scam...
Nntp-Posting-Host: 223.250.10.7
Reply-To: rapw20@email.sps.mot.com
Organization: SPS
Distribution: usa
Lines: 28

In article <1993Apr15.234508.20032@slcs.slb.com>  
dcd@se.houston.geoquest.slb.com (Dan Day) writes:
>   ...(relates an experience similar to mine) ...
> Then comes the part I wish I could have videotaped.  As we go out
> the front door, the sales manager SHOUTS across the entire showroom,
> customers and all, ""Go ahead!  You DESERVE to buy a Nissan!""
> So my friend bought a Sentra.
> ...

This kind of behavior is what I was shocked by in my 'experience'. For  
crying out loud, how do these turkeys think they can talk to customers  
this way and still stay in business? Again, I don't expect sales people to  
bow, scrape, and grovel in my presence but I sure don't expect to be  
abused either. I was very surprised by the way the sales people talked to  
me and in other 'negotiating' sessions I overheard in neighboring sales  
cubicles. Evidently, their success rate is high enough that they continue  
to do business this way. There must be a lot of people out there who are  
easy to intimidate.

On the other hand, I'm not sure about the 'one price, no haggling'  
approach that Saturn and other are starting to use. I guess if their fixed  
price is fair it's OK. Maybe the best approach is to do your homework  
before you go in. Find out the invoice prices of the car, add a reasonable  
profit for the dealer ($200-$300??), offer them that price and stick to  
it. If they get abusive, just leave. Then, don't let them try to screw you  
after the deal is agreed on.

Mark
",3
"From: brian@meaddata.com (Brian Curran)
Subject: Re: ""You could look it up.""
Organization: Mead Data Central, Dayton OH
Lines: 19
Distribution: world
NNTP-Posting-Host: taurus.meaddata.com

In article <1993Apr21.173432.28160@alchemy.chem.utoronto.ca>, Mark B. writes:
|> 
|> Yes, I could look it up but I prefer to post this question 
|> to the net...
|> 
|> I read somewhere in a long forgotten article that the handsignals 
|> used by major league umps were originally used to help a 
|> deaf ball player by the name of ""Dummy"". Urban myth? True? 
|> I gots ta know.

True.  William ""Dummy"" Hoy was baseball's first deaf player.  He
played in the bigs from 1888 through 1903 for several teams, including
the White Sox and Reds.
-- 
------------------------------------------------------------------------------
Brian Curran                 Mead Data Central              brian@meaddata.com 
------------------------------------------------------------------------------
    ""I've never had a coach in my life.  When I find one who can beat me,
           then I'll listen.""   - Lee Trevino, professional golfer
",5
"From: dbc@welkin.gsfc.nasa.gov (David Considine)
Subject: Re: Is MSG sensitivity superstition?
Organization: Code 916, NASA Goddard Space Flight Center
Lines: 19

In article <1993Apr15.180459.17852@nmr-z.mgh.harvard.edu> milsh@nmr-z.mgh.harvard.edu (Alex Milshteyn) writes:
>This was known long ago.  Brain produces and uses some MSG naturally,
>but not in doses it is served at some chinese places. 
>Having said that, i might add, that in MHO, MSG does not enhance
>flavor enoughf for me to miss it.  When I go to chinese places,
>I order food without MSG.  Goos places will do it for you.
 ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

	I just wanted to point out that some of the food, particularly
	the soups, are prepared in a big batch, so the restaurant
	won't be able to take the MSG out of it.  Sometimes its
	pretty hard to find out if this is the case or not.


>Alexander M. Milshteyn M.D.   <milsh@cipr-server.mgh.harvard.edu>
>CIPR, MGH in Boston, MA.     (617)724-9507 Vox  (617)726-7830 Fax

David B. Considine
dbc@welkin.gsfc.nasa.gov
",8
"From: huot@cray.com (Tom Huot)
Subject: Re: Procomm Plus for windows problems....
Lines: 24
Nntp-Posting-Host: pittpa.cray.com
Organization: Cray Research Inc.
X-Newsreader: TIN [version 1.1 PL8]

Robert J. Niland (rjn@teal.csn.org) wrote:


[Much text deleted]

: I have heard from several people about less expensive m-f I/O cards
: with 16550s:

: TSD Systems
: (407) 331-9130
: $19.95 for the card, plus $9.95 per 16550.

I can vouch for this one. I ordered it and got it for $34 including
S&H. It took me awhile to figure out how to get it working with my
system, but since I did, I get terrific results while downloading
using PCPlus for Windows. I used to get errors if I started any other
program while downloading at high speed. Not anymore. 

[More text deleted]
--
_____________________________________________________________________________
Tom Huot        			       
huot@cray.com 
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
",1
"From: ljbartel@naomi.b23b.ingr.com (Les Bartel)
Subject: Re: Aftermarket air-conditioners
Reply-To: ljbartel@naomi.b23b.ingr.com
Organization: Intergraph Corporation
Lines: 30

In article <1qcaueINNmt8@axon.cs.unc.edu> Andrew Brandt writes:
|> I looked into getting a/c installed on my 1987 Honda CRX Si.
|> The unit is $875 plus shipping, installation is like 5 1/2 hours on
|> top of that.  This is a hunk of change.
|> 
|> Does anyone know *any* place that does aftermarket a/c installation
|> (not with a Honda a/c unit, but some third party unit).
|> 
|> I cannot seem to find anyone who can put a third party a/c unit in a
|> Honda.  I am in No Carolina, so I would prefer some place nearby, but
|> any references would be handy.
|>
|> Thx, Andy (brandt@cs.unc.edu)

Sorry I can't help you with your question, but I do have a comment to
make concerning aftermarket A/C units.  I have a Frost-King or Frost-Temp
(forget which) aftermarket unit on my Cavalier, and am quite unhappy with
it.  The fan is noisy, and doesn't put out much air.  I will never have
an aftermarket A/C installed in any of my vehicles again.  I just can't
trust the quality and performance after this experience.

 - les

-- 
Les Bartel			I'm going to live forever
Intergraph Corporation		... or die trying
Electronics Division		
ljbartel@ingr.com
or ljbartel@naomi.b23b.ingr.com
(205) 730-8537
",3
"From: Center for Policy Research <cpr@igc.apc.org>
Subject: From Israeli press: Nazi methods.
Nf-ID: #N:cdp:1483500343:000:3194
Nf-From: cdp.UUCP!cpr    Apr 16 16:50:00 1993
Lines: 66


From: Center for Policy Research <cpr>
Subject: From Israeli press: Nazi methods.

/* Written  4:38 pm  Apr 16, 1993 by cpr@igc.apc.org in igc:mideast.forum */
/* ---------- ""From Israeli press: Nazi methods."" ---------- */
FROM THE ISRAELI PRESS

Newspaper: Ha'aretz Date: 14 February1993 Author: Gideon Levi

Subject: NAZI methods in Gaza

Title: In the neighborhood of Hope, among the rubble

(Excerpts)

Mahmoud Jowara'r stared at me long and sadly: ""I worked my entire
life in order to built that house and this is what is left"". Only
TV could transmit the full sadness of his face. ""You say that we
teach our children to hate you, but what do you expect to happen
to a child who sees this ?"" And once again he wraps himself in a
lengthy silence, his face crumbling into weeping. Mahmoud stood in
the field of rubble that was once his home. The term
'dispossession' has an absolute meaning here. Nothing is left of
what he accumulated during his entire life, only the rubble of a
house and shreds of belongings.

Once again Khan Yunis. Once again demolished homes. Last Thursday
there was a search for wanted people here. Once again the IDF
forces employed the new method, fired and bombed and shot missiles
and placed explosives. Already three times during the past weeks I
have gone out to see the destruction and each time I was more
horrifying scenes. This time they hit the largest number of
houses, 17 according to the IDF estimate, ten of them completely
demolished. But not only that:  the method has also become more
brutal. Three weeks ago, in Tufah neighborhood in Gaza, the
residents were still told to remove their valuables from their
homes.  This time the army skipped that part; three weeks ago the
handcuffed men, inhabitants of the demolished homes, were supplied
with some water and one apple during the 12 hours they had to
stand. This time there was only water. Three weeks ago they were
even allowed to go out to the toilet. This time the soldier just
gold them: Piss and shit in your pants. And thus, last Thursday,
some 45 men stood for about 12 hours, their hands bound behind
their backs, their eyes blindfolded, without food, with wet pants
on their legs and a terrible feeling of humiliation in their
hearts, listening to the sounds of the explosions destroying their
homes, one after the other.

(...)

Dr. Juma'a Fuad Said al-Rubi. the brother from Saudi Arabia,
emerges from among the ruins. Ten days ago he arrived for a family
visit, mainly in order to celebrate the housewarming with his
father and brothers. On Thursday he was handcuffed like everyone
else for 12 hours, and later went with everyone to view the
destrucion. He tried to explain that he was a visitor and that he
is a physician, but only got a shove.  Like all the rest he also
urinated in his pants, while standing with his hands bound and his
eyes blindfolded for the entire day. Juma'a al-Rubi studied
medicine at Cairo University, and for ten years he has been
treating wealthy Saudis in Medina. His wife and four children
remained there. Now his documents have been lost and he does not
know how he will return to them. ""There is no humanity"", stated
the physician from Saudi Arabia.

",9
"From: sbp002@acad.drake.edu
Subject: Re: Torre: The worst manager?
Lines: 26
Nntp-Posting-Host: acad.drake.edu
Organization: Drake University, Des Moines, Iowa, USA

In article <93095@hydra.gatech.EDU>, gt7469a@prism.gatech.EDU (Brian R. Landmann) writes:
> Joe Torre has to be the worst manager in baseball.
> 
> For anyone who didn't see Sunday's game,
> 
> With a right hander pitching he decides to bench Lankform, a left handed
> hitter and play jordan and gilkey, both right handers.
> 
> Later, in the ninth inning with the bases loaded and two outs he puts
> lankford, a 300 hitter with power in as a pinch runner and uses Luis
> Alicea, a 250 hitter with no power as a pinch hitter.  What the Hell
> is he thinking.

Educate yourself before you rip on this years manager of the year.
Lankford injured himself in a previous game and Torre was resting
him.

As far as the Whitten/Gilkey controversy.  Whitten adds some more
needed power, and if Jordan continues to hit the way he has been,
Gilkey will find himself in the starting lineup soon enough.

Sam
 
> Brian Landmann                                            
> Georgia Institute of Technology                           
> Internet:gt7469a@prism.gatech.edu                       
",5
"From: bferrell@ant.occ.uc.edu (Brett Ferrell)
Subject: Re: Challenge to Microsoft supporters.
Nntp-Posting-Host: ant.occ.uc.edu
Organization: University of Cincinnati
Lines: 28

In article <1993Apr30.172938.6386@samba.oit.unc.edu> dil.admin@mhs.unc.edu (Dave Laudicina) writes:
>>Microsoft is the largest software company on the planet, yet I cannot think
>>of even *ONE* computing concept that they innovated and brought to market
>>before anyone else.  Xerox-PARC/Apple, Osborne, NeXT, GNU and others have 
>>been pioneers and led the way to the future of computing.  What has
>>microsoft done to be a technological leader?  I posted this question before,
>>but I got nary a reply.  I make the challenge now to anyone who can come up
>>with something-especially Microsoft employees.  I get no response this time,
>>I guess it pretty much assures me that there is none--which is what I
>>suspect anyway.
>>
>Really when you come down to it who cares. I just hope MS keeps doing
>what they do best getting usable productive software to the masses.
>Thx Dave L
If you think that windows is useable, you must not use it much.  Windows 
version of ""crash protection"" is wearing a helmet while computing.  The arir
(air) bag is an expensive add-on.
Brett 
>


-- 
Brett D. Sherron-Ferrell		     	     email@bferrell@uceng.uc.edu
U. of Cincy					     ""Catch the Cats............
College of Engineering				      ...............If you can""
*****************  Friends don't let  Friends do Windows  **********************
Wittism of th week: ""I think that it's wrong to believe in an ism, you should
                     believe in yourself""  Ferrish Bueller 
",1
"From: bruce@Data-IO.COM (Bruce Reynolds)
Subject: Re: Is MSG sensitivity superstition?
Organization: Data I/O Corporation
Lines: 31

smjeff@lerc05.lerc.nasa.gov (Jeff Miller) writes:
>Even properly controlled studies (e.g. double blind studies) are almost
>useless if you are trying to prove that something does not affect anyone.

-- and --

>In article <1qnns0$4l3@agate.berkeley.edu> spp@zabriskie.berkeley.edu (Steve Pope) writes:
>The mass of anectdotal evidence, combined with the lack of
>a properly constructed scientific experiment disproving
>the hypothesis, makes the MSG reaction hypothesis the
>most likely explanation for events.
>

Good grief; has no one ever heard of Biostatistics??  The University of
Washington (plus 3 or 4 others [Harvard, UNC]) has a department and
advanced degree program in Biostatistics.  My wife has an MS Biostat, and
there are plenty of MDs, PhDs, and postdocs doing Biostatistical work.
People do this for a living.  Really bright people study for decades to do
this sort of study well.

Anecedotal evidence is worthless.  Even doctors who have been using a drug
or treatment for years, and who swear it is effective, are often suprised
at the results of clinical trials.  Whether or not MSG causes describable,
reportable, documentable symptoms should be pretty simple to discover.  

The last study on which my wife worked employed 200 nurses, 100 doctors,
and a dozen Ph.Ds at one University and at 70 hospitals in five nations.  I
would think the MSG question could be settled by one lowly Biostat MS
student in a thesis.

--bruce
",8
"From: cpc4@ns1.cc.lehigh.edu (CONNIN PATRICK COLGAIN)
Subject: A.L. East is best in baseball!
Organization: Lehigh University
Lines: 27

Is there any doubt that this is true?  After a few down years, the A.L. East
is back to where it was in the early eighties.  With the emergence of the O's
and the Yanks, it is far and away the best.  While the N.L. West has the best
team in baseball, and the Reds aren't bad either, they have nothing else.  The
Giants, Astros, and Padres all have talent, they do not have the all arounf
teams that are found in the A.L. East.  And the Dodgers just plain suck.  As
for the Rockies, who knows?
   The A.L. East has the defending champs, and although they lost a lot to
free agency, Toronto is still one of the best in baseball.  The Orioles have
the preseason favorite to win the Cy Young in Mike Mussina, and you can never
forget about Ripken.  The signings of Harold Baines and Harold Reynolds don't
hurt to much either, although I always liked Bill Ripken.  While they let a
lot go this summer (Randy Milligan, Joe Orsulak, Bill Ripken, Bob Milacki, Sam
Horn, Storm Davis, and Craig Lefferts), they kept the heart of their team
intact.

My predicted finish:
1. Baltimore (Could be a biased opinion)
2. NY Yankees
3. Toronto
4. Milwaukee
5. Detroit
6. Boston
7. Cleveland (Would have been higher if not for the accident)

Go O's!!!!!!!!
-- 
",5
"From: barring@cs.washington.edu (David Barrington)
Subject: Red Sox Choke Contest
Organization: Computer Science & Engineering, U. of Washington, Seattle
Lines: 21

To encourage the great tradition of Red Sox negativism, I am having a 
contest to predict the magnitude of the Sox' fall from their current 
heights.  You must decide first, whether the Sox will be at .500 again
at any time during this year.  Then you must predict either:

(1) Their record the first time they're at .500, if they are, or

(2) Their final record, if they stay above .500 the rest of the year.

So Valentine's earlier prediction would go as ""13-13"" (resend it if you 
were serious, Val!).

ESPN pointed out last night that the last Sox start better than this was
in 1952, when they finished 76-78, in sixth place.

So email me your guess, either at ""barring@cs.washington.edu"" or directly
replying to this post.

Entries close 5 pm PDT on Wed 28 Apr 1993.

Dave MB
",5
"From: awe@loch.mit.edu (Ari Epstein)
Subject: Re: Jewish Baseball Players?
Organization: CMPO at MIT
Lines: 4
Distribution: world
NNTP-Posting-Host: loch.mit.edu

I think you can add former A's first baseman Mike Epstein (no relation) to 
the list.

Ari
",5
"From:  ()
Subject: Re: Barbecued foods and health risk
Organization: Florida State University ACNS
Lines: 43

In article <C5sqv8.EDB@acsu.buffalo.edu>, SFEGUS@ubvm.cc.buffalo.edu wrote:
> In article <79857@cup.portal.com>
> mmm@cup.portal.com (Mark Robert Thorson) writes:
> >An odd exception to the rule seems to be the product known as ""gumbo file'"".
> >This is nothing more than coarsely ground dried sassafras leaves.  This
> >is not only a natural product, but a natural product still in its natural
> >form, so maybe that's how they evade Delany.  Or maybe a special exemption
> >was made, to appease powerful Louisiana Democrats.

One possible reason is that file' is made with sassafras leaves, while root
beer was made with sassafras bark or root bark.  The leaves contain either
no
or less saffrole than the bark.

There is also some sort of treatment which putatively removes saffrole from
sassafras products.  I have some concentrated sassafras tea extract which
is
claimed to have the saffrole removed.

> I think what we have to keep in mind is that even though it may be illegal to
> commercially produce/sell food with carcinogenic substances, it is not illegal
> for people to do such to their own food (smoking, etc).  Is this true?

Well, the last time that I went to the store to buy sassafras bark to make 
root beer, there was a sign saying that it wasn't sold for human
consumption.
Also, when I asked the person if they had wild cherry bark and wintergreen
bark,
she made a point of telling me that I couldn't buy sassafras for human 
consumption.

I find the fact that some people reckless enough to step into an automobile
live
in fear of dropping dead because of a pork rib quite funny, in a sick way.

Eric Pepke                                     INTERNET:
pepke@gw.scri.fsu.edu
Supercomputer Computations Research Institute  MFENET:   pepke@fsu
Florida State University                       SPAN:     scri::pepke
Tallahassee, FL 32306-4052                     BITNET:   pepke@fsu

Disclaimer: My employers seldom even LISTEN to my opinions.
Meta-disclaimer: Any society that needs disclaimers has too many lawyers.
",8
"Subject: good book
From: RGINZBERG@eagle.wesleyan.edu (Ruth Ginzberg)
Distribution: world
Organization: Philosophy Dept., Wesleyan University
Nntp-Posting-Host: wesleyan.edu
X-News-Reader: VMS NEWS 1.20Lines: 48
Lines: 48

Having been gone for 10 days, I'm way behind on my News reading, so many
pardons if I am repeating something that has been said already.

I read a good book while I was away, THE ANTIBIOTIC PARADOX: HOW MIRACLE DRUGS
ARE DESTROYING THE MIRACLE, Stuart B. Levy, M.D., 1992, Plenum Press,
ISBN:0-306-44331-7.

It is about drug resistant microorganisms & the history of antibiotics.  It
is interesting & written at a level which I think many sci.med readers would
appreciate -- which is:  it assumes an intelligent reader who is capable of
understanding scientific concepts, but who may not yet have been exposed to
this particular information. I.e., it assumes you are smart enough to
understand it, but it does not assume that you already have a degree in
microbiology or medicine. Table of contents:

Chapter 1
	From Tragedy the Antibiotic Age is Born
Chapter 2
	The Disease and the Cure:  The Microscopic World of Bacteria and
	Antibiotics
Chapter 3
	Reliance on Medicine and Self-Medication: The Seeds of Antibiotic
	Misuse
Chapter 4
	Antibiotic Resistance:  Microbial Adaptation and Evolution
Chapter 5
	The Antibiotic Myth
Chapter 6
	Antibiotics, Animals and the Resistance Gene Pool
Chapter 7
	Further Ecological Considerations:  Antibiotic Use in Agriculture,
	Aquaculture, Pets, and Minor Animal Species
Chapter 8
	Future Prospects:  New Advances Against Potential Disaster
Chapter 9
	The Individual and Antibiotic Resistance
Chapter 10
	Antibiotic Resistance: A Societal Issue at Local, National, and
	International Levels.

Includes bibliography and index.

I personally found that it made very good Airplane-Reading.
-rg

------------------------
Ruth Ginzberg <rginzberg@eagle.wesleyan.edu>
Philosophy Department;Wesleyan University;USA
",8
"From: boyle@cactus.org (Craig Boyle)
Subject: Re: Plymouth Sundance/Dodge Shadow experiences?
Article-I.D.: cactus.1993Apr17.065015.3554
Distribution: usa
Organization: Capital Area Central Texas UNIX Society, Austin, Tx
Lines: 13

In article <oprsfnx.735015349@gsusgi1.gsu.edu> oprsfnx@gsusgi2.gsu.edu (Stephen F. Nicholas) writes:
[stuff about Dodge Shadow deleted]

> As an ex-Fleet Mgr. of 3000 cars, they were amoung the most trouble free of
>all models.  I bought one for my wife.

What do you mean by ""all models"", all models of cars, all Chrysler models,
all models that the fleet manager had bought? Because there is no way in
hell that the Shadow is the most reliable car of all models sold, not
even Chrysler's dept. of lies, damned lies and statistics would claim that.

Craig
>
",3
"From: rjwade@rainbow.ecn.purdue.edu (Robert J. Wade)
Subject: Re: Thoughts on the VW Corrado VR6
Keywords: VW Corrado
Organization: Purdue University Engineering Computer Network
Lines: 18

In article <1993Apr22.052857.9758@galileo.cc.rochester.edu> jg003b@uhura.cc.rochester.edu (Outatime) writes:
>
>	I was curious as to what people thought of the VW Corrado VR6?
>That's about it...
>
>						Outatime ------>
it hauls butt, handles nice, but is junk.  i drove a brand new one for a day
as a loaner.  the key was already rusting...seems they stamp their keys out
of pot-metal.  all the controls seemed really junk...clutch was heavy.
door locks, power buttons, sunroof controls etc.  seemed really cheap.
no way i would pay 24k for this baby.  no airbag either.  i also drove a svx
for a day...stickered at 30k, but going out the door for 21k...a much better
buy, imo.  although it is more of a sports touring coupe...roomy etc.
the corrado is more of a small sports car.  the ergonomics and leather in the
svx was twice as nice as the corrado's.  both had smooth strong engines.
>


",3
"From: mebonar@sn01.sncc.lsu.edu (MsciDave)
Subject: Re: Young Catchers
News-Software: VAX/VMS VNEWS 1.3-4   
Reply-To: mebonar@sn01.sncc.lsu.edu
Organization: LSU news
Nntp-Posting-Host-[nntpd-681]: sn01.sncc.lsu.edu
Lines: 47

>mss@netcom.com (Mark Singer) said:
> 
>>Most catchers need to be solid defensively players to help their
>>clubs in the bigs.  Those are the arguments against Lopez for the
>>Braves for this year.

>>Now.  The Braves have two catchers who have demonstrated solid
>>abilities to call games, to work with the pitchers, to throw out
>>runners.  

	This is the crux of the argument (to me at least).  Both the
SDCN and the non-SDCN camps seem to agree on the fact that a catcher's
defense is basically nonmeasurable at present.  You can talk about how
important calling a game is, or framing the pitches, or blocking balls
in the dirt.  But there is little or no way to tell exactly how various
catcher's rank in ""defense"".  

	Looking at Lopez specifically; is there any reason to suspect
that he is a bad defensive catcher other then the fact that the Braves
(or the media) has labeled him a bad defensive catcher?  As far as I
can tell he doesn't have any particular problem in his mechanics
(such as Sasser).  He might be a little rough around the edges in blocking
the ball, or framing the pitch to get a good call but all he needs to
clear that up is playing and practice time.  I can't see how repetitions
at AAA are any better then reps in the majors!  

	All we're left with is the calling the game aspect.  Olsen  and
Berryhill at always given credit for calling good games and helping
the pitchering staff.  But this is a reputation that is given to almost
all veteran catchers.  How is catching at AAA going to help Lopez learn
the major league pitching staff?  The only way any catcher is going to
learn Tom Glavine's pitches is to catch Tom Glavine.  Similarly, I wouldn't
be supprised if the pitcher's claimed to prefer pitching to Olsen over
pitching to Lopez because they are used to pitching to Olsen.  But 
given time they will say they are comfortable with Lopez.

	Now, since Lopez can't learn how to handle the major league
pitcher's while he's in AAA and since he doesn't have any glaring
problem in his mechanics, what is he going to learn in AAA that he
can't learn just as well while in the majors?  

Dave
__________
Dave Bonar
mebonar@lsuvax.sncc.lsu.edu
__________

",5
"From: sepinwal@mail.sas.upenn.edu (Alan Sepinwall)
Subject: Re: Yankee fears.
Organization: University of Pennsylvania, School of Arts and Sciences
Lines: 26
Nntp-Posting-Host: mail.sas.upenn.edu


I would e-mail this to you, but my mailserver doesn't recognize you or
something.

Anyway, the worst pitcher on the Yanks. If you mean currently on the team,
then I have to go with Scott ""I'm a schizophrenic...No, I'm NOT!""
Kamienicki. Sure, occasionally the guy can pitch well for 5 or 6 innings,
but then he starts to go insane. A sure sign that he's losing his stuff
(and his mind) is when he starts to stalk around the mound between batters
and yell at himself.

The worst all-time Yanks pitcher?  Gotta go with Ed ""New York? I have to
pitch in [gulp] New York?"" Whitson. 'Nuff said!


--I'm outta here like Vladimir!
-Alan Sepinwall XVIII

===========================================================================
| ""What's this?  This is ice.  This is what happens to water when it gets |
|  too cold.  This?  This is Kent.  This is what happens to people when   |
|  they get too sexually frustrated.""                                     |
|               -Val Kilmer, ""Real Genius""                                |
===========================================================================


",5
